iter	Passed	Remaining
845	382	295
846	382	294
847	382	294
848	383	293
849	383	293
850	384	292
851	384	292
852	384	291
853	385	291
854	385	290
855	385	290
856	386	289
857	386	289
858	386	288
859	387	288
860	387	287
861	388	287
862	388	286
863	388	286
864	389	285
865	389	285
866	389	284
867	390	284
868	390	283
869	390	283
870	391	282
871	391	282
872	391	281
873	392	280
874	392	280
875	393	279
876	393	279
877	393	279
878	394	278
879	394	278
880	395	277
881	395	277
882	396	276
883	396	276
884	397	275
885	397	275
886	398	275
887	398	274
888	399	274
889	399	273
890	399	273
891	400	272
892	400	272
893	401	271
894	401	271
895	402	271
896	402	270
897	403	270
898	403	269
899	403	269
900	404	268
901	405	268
902	405	268
903	406	267
904	406	267
905	407	267
906	407	266
907	408	266
908	408	265
909	409	265
910	409	264
911	410	264
912	410	264
913	411	263
914	411	263
915	411	262
916	412	262
917	412	261
918	413	261
919	413	260
920	414	260
921	414	260
922	415	259
923	415	259
924	416	258
925	416	258
926	416	257
927	417	257
928	417	256
929	418	256
930	418	255
931	419	255
932	419	255
933	420	254
934	421	254
935	421	254
936	422	253
937	422	253
938	423	252
939	423	252
940	423	251
941	424	251
942	424	250
943	425	250
944	425	249
945	426	249
946	426	249
947	426	248
948	427	248
949	427	247
950	428	247
951	428	246
952	429	246
953	429	246
954	430	245
955	430	245
956	431	244
957	431	244
958	432	243
959	432	243
960	432	242
961	433	242
962	433	241
963	434	241
964	434	241
965	435	240
966	436	240
967	436	239
968	437	239
969	437	239
970	437	238
971	438	238
972	438	237
973	439	237
974	439	236
975	440	236
976	440	235
977	440	235
978	441	234
979	441	234
980	442	233
981	442	233
982	443	233
983	443	232
984	444	232
985	444	231
986	445	231
987	445	230
988	446	230
989	446	230
990	446	229
991	447	229
992	447	228
993	447	228
994	448	227
995	448	227
996	449	226
997	449	226
998	449	225
999	450	225
1000	450	224
1001	450	224
1002	451	223
1003	451	223
1004	451	222
1005	452	222
1006	452	221
1007	453	221
1008	453	220
1009	453	220
1010	454	219
1011	454	219
1012	454	218
1013	455	218
1014	455	217
1015	455	217
1016	456	216
1017	456	216
1018	456	215
1019	457	215
1020	457	214
1021	458	214
1022	458	213
1023	458	213
1024	459	212
1025	459	212
1026	460	211
1027	460	211
1028	460	210
1029	461	210
1030	461	209
1031	461	209
1032	462	208
1033	462	208
1034	463	208
1035	463	207
1036	463	207
1037	464	206
1038	464	206
1039	465	205
1040	465	205
1041	465	204
1042	466	204
1043	466	203
1044	467	203
1045	467	202
1046	467	202
1047	468	202
1048	468	201
1049	469	201
1050	469	200
1051	470	200
1052	470	199
1053	470	199
1054	471	198
1055	471	198
1056	471	197
1057	472	197
1058	472	196
1059	472	196
1060	473	195
1061	473	195
1062	474	194
1063	474	194
1064	474	193
1065	475	193
1066	475	192
1067	475	192
1068	476	192
1069	476	191
1070	476	191
1071	477	190
1072	477	190
1073	478	189
1074	478	189
1075	478	188
1076	479	188
1077	479	187
1078	480	187
1079	480	186
1080	481	186
1081	481	185
1082	481	185
1083	482	185
1084	482	184
1085	482	184
1086	483	183
1087	483	183
1088	483	182
1089	484	182
1090	484	181
1091	485	181
1092	485	180
1093	485	180
1094	486	179
1095	486	179
1096	486	178
1097	487	178
1098	487	177
1099	488	177
1100	488	177
1101	488	176
1102	489	176
1103	489	175
1104	489	175
1105	490	174
1106	490	174
1107	491	173
1108	491	173
1109	491	172
1110	492	172
1111	492	171
1112	492	171
1113	493	170
1114	493	170
1115	494	169
1116	494	169
1117	494	169
1118	495	168
1119	495	168
1120	496	167
1121	496	167
1122	496	166
1123	497	166
1124	497	165
1125	497	165
1126	498	164
1127	498	164
1128	498	163
1129	499	163
1130	499	163
1131	499	162
1132	500	162
1133	500	161
1134	501	161
1135	501	160
1136	501	160
1137	502	159
1138	502	159
1139	502	158
1140	503	158
1141	503	157
1142	504	157
1143	504	156
1144	504	156
1145	505	156
1146	505	155
1147	505	155
1148	506	154
1149	506	154
1150	507	153
1151	507	153
1152	507	152
1153	508	152
1154	508	151
1155	508	151
1156	509	150
1157	509	150
1158	510	150
1159	510	149
1160	510	149
1161	511	148
1162	511	148
1163	511	147
1164	512	147
1165	512	146
1166	513	146
1167	513	145
1168	513	145
1169	514	145
1170	514	144
1171	514	144
1172	515	143
1173	515	143
1174	516	142
1175	516	142
1176	516	141
1177	517	141
1178	517	140
1179	517	140
1180	518	139
1181	518	139
1182	519	139
1183	519	138
1184	519	138
1185	520	137
1186	520	137
1187	520	136
1188	521	136
1189	521	135
1190	521	135
1191	522	134
1192	522	134
1193	522	134
1194	523	133
1195	523	133
1196	524	132
1197	524	132
1198	524	131
1199	525	131
1200	525	130
1201	526	130
1202	526	129
1203	527	129
1204	527	129
1205	527	128
1206	528	128
1207	528	127
1208	529	127
1209	529	126
1210	529	126
1211	530	126
1212	530	125
1213	531	125
1214	531	124
1215	532	124
1216	532	123
1217	532	123
1218	533	122
1219	533	122
1220	534	122
1221	534	121
1222	535	121
1223	535	120
1224	536	120
1225	536	119
1226	536	119
1227	537	119
1228	537	118
1229	538	118
1230	538	117
1231	538	117
1232	539	116
1233	539	116
1234	540	115
1235	540	115
1236	540	114
1237	541	114
1238	541	114
1239	542	113
1240	542	113
1241	542	112
1242	543	112
1243	543	111
1244	543	111
1245	544	110
1246	544	110
1247	545	110
1248	545	109
1249	545	109
1250	546	108
1251	546	108
1252	546	107
1253	547	107
1254	547	106
1255	548	106
1256	548	106
1257	549	105
1258	549	105
1259	549	104
1260	550	104
1261	550	103
1262	551	103
1263	551	102
1264	551	102
1265	552	102
1266	552	101
1267	553	101
1268	553	100
1269	553	100
1270	554	99
1271	554	99
1272	555	99
1273	555	98
1274	556	98
1275	556	97
1276	556	97
1277	557	96
1278	557	96
1279	557	95
1280	558	95
1281	558	94
1282	558	94
1283	559	94
1284	559	93
1285	560	93
1286	560	92
1287	560	92
1288	561	91
1289	561	91
1290	561	90
1291	562	90
1292	562	90
1293	563	89
1294	563	89
1295	563	88
1296	564	88
1297	564	87
1298	564	87
1299	565	86
1300	565	86
1301	566	86
1302	566	85
1303	566	85
1304	567	84
1305	567	84
1306	568	83
1307	568	83
1308	569	83
1309	570	82
1310	570	82
1311	570	81
1312	571	81
1313	571	80
1314	572	80
1315	572	80
1316	572	79
1317	573	79
1318	573	78
1319	574	78
1320	574	77
1321	575	77
1322	575	77
1323	575	76
1324	576	76
1325	576	75
1326	576	75
1327	577	74
1328	577	74
1329	577	73
1330	578	73
1331	578	72
1332	578	72
1333	579	72
1334	579	71
1335	580	71
1336	580	70
1337	580	70
1338	581	69
1339	581	69
1340	581	68
1341	582	68
1342	582	68
1343	582	67
1344	583	67
1345	583	66
1346	584	66
1347	584	65
1348	584	65
1349	585	65
1350	585	64
1351	586	64
1352	586	63
1353	586	63
1354	587	62
1355	587	62
1356	588	61
1357	588	61
1358	588	61
1359	589	60
1360	589	60
1361	590	59
1362	590	59
1363	590	58
1364	591	58
1365	591	58
1366	592	57
1367	592	57
1368	592	56
1369	593	56
1370	593	55
1371	594	55
1372	594	54
1373	594	54
1374	595	54
1375	595	53
1376	596	53
1377	596	52
1378	596	52
1379	597	51
1380	597	51
1381	597	51
1382	598	50
1383	598	50
1384	599	49
1385	599	49
1386	599	48
1387	600	48
1388	600	48
1389	601	47
1390	601	47
1391	602	46
1392	602	46
1393	602	45
1394	603	45
1395	603	44
1396	604	44
1397	604	44
1398	604	43
1399	605	43
1400	605	42
1401	605	42
1402	606	41
1403	606	41
1404	607	41
1405	607	40
1406	607	40
1407	608	39
1408	608	39
1409	609	38
1410	609	38
1411	609	38
1412	610	37
1413	610	37
1414	611	36
1415	611	36
1416	611	35
1417	612	35
1418	612	34
1419	612	34
1420	613	34
1421	613	33
1422	613	33
1423	614	32
1424	614	32
1425	615	31
1426	615	31
1427	616	31
1428	616	30
1429	616	30
1430	617	29
1431	617	29
1432	618	28
1433	618	28
1434	618	28
1435	619	27
1436	619	27
1437	619	26
1438	620	26
1439	620	25
1440	620	25
1441	621	24
1442	621	24
1443	622	24
1444	622	23
1445	622	23
1446	623	22
1447	623	22
1448	623	21
1449	624	21
1450	624	21
1451	625	20
1452	625	20
1453	625	19
1454	626	19
1455	626	18
1456	626	18
1457	627	18
1458	627	17
1459	627	17
1460	628	16
1461	628	16
1462	629	15
1463	629	15
1464	630	15
1465	631	14
1466	631	14
1467	632	13
1468	632	13
1469	633	12
1470	633	12
1471	633	12
1472	634	11
1473	634	11
1474	634	10
1475	635	10
1476	635	9
1477	635	9
1478	636	9
1479	636	8
1480	637	8
1481	637	7
1482	637	7
1483	638	6
1484	638	6
1485	638	6
1486	639	5
1487	639	5
1488	640	4
1489	640	4
1490	640	3
1491	641	3
1492	641	3
1493	642	2
1494	642	2
1495	642	1
1496	643	1
1497	643	0
1498	644	0
1499	644	0
