iter	RMSE
514	0.8527723964
515	0.8527671314
516	0.8527463367
517	0.8527077464
518	0.8526826574
519	0.8526593068
520	0.8526289723
521	0.8526162686
522	0.8526127394
523	0.8525621056
524	0.8525391723
525	0.8525148374
526	0.8524922202
527	0.8524747761
528	0.8524507002
529	0.8524373777
530	0.852412809
531	0.852360857
532	0.8523344777
533	0.8523062577
534	0.8522865508
535	0.8522816446
536	0.8522192793
537	0.8521612524
538	0.8521431452
539	0.8520972637
540	0.8520655312
541	0.8520534006
542	0.8520232005
543	0.8519704663
544	0.8519535629
545	0.8519364815
546	0.8519206932
547	0.8518761098
548	0.8518629599
549	0.8518475044
550	0.8518319809
551	0.8518079122
552	0.8517839451
553	0.8517629752
554	0.8517457831
555	0.8516967227
556	0.8516801324
557	0.8516369264
558	0.8516199076
559	0.8515997093
560	0.8515728366
561	0.8515566961
562	0.8515363759
563	0.8515169113
564	0.8514890599
565	0.8514693576
566	0.851447235
567	0.8514344406
568	0.851421082
569	0.8513951801
570	0.8513662202
571	0.8513551301
572	0.8513325381
573	0.8513003497
574	0.8512827872
575	0.8512587959
576	0.8512297309
577	0.8511987734
578	0.8511435549
579	0.8511190449
580	0.851083581
581	0.8510620198
582	0.8510470873
583	0.8510295566
584	0.8509985826
585	0.8509808942
586	0.8509556771
587	0.8509302914
588	0.850909149
589	0.8508815609
590	0.8508574866
591	0.8508463008
592	0.8508131256
593	0.8507558457
594	0.8507317433
595	0.850700703
596	0.8506660538
597	0.8506484115
598	0.850631028
599	0.8506043936
600	0.8505722389
601	0.8505504184
602	0.850536891
603	0.8505172734
604	0.8505062153
605	0.8505026711
606	0.8504731338
607	0.8504217815
608	0.8504129746
609	0.8503901217
610	0.8503554053
611	0.8503298692
612	0.8503060194
613	0.8502781595
614	0.8502682695
615	0.8502233087
616	0.8501953571
617	0.850158784
618	0.8501344007
619	0.8501194655
620	0.8501086924
621	0.8500672683
622	0.8500519064
623	0.8500438429
624	0.850034953
625	0.8500155653
626	0.8499999629
627	0.849994907
628	0.8499665068
629	0.8499174168
630	0.8499064311
631	0.8498780873
632	0.8498637793
633	0.8498309795
634	0.8498213945
635	0.8498078629
636	0.8497910971
637	0.8497618936
638	0.8497474161
639	0.849727786
640	0.8497077658
641	0.849699199
642	0.8496623617
643	0.8496368968
644	0.8496284509
645	0.8496207583
646	0.8496024058
647	0.8495847137
648	0.8495608032
649	0.8495394405
650	0.8495195539
651	0.8494838602
652	0.8494700454
653	0.8494563511
654	0.8494227245
655	0.8494071249
656	0.8493832731
657	0.8493760263
658	0.8493534494
659	0.8493000607
660	0.8492841379
661	0.8492722382
662	0.8492611354
663	0.8492266466
664	0.8492130879
665	0.8492060178
666	0.8491619219
667	0.8491507483
668	0.8491321195
669	0.8490839864
670	0.8490529519
671	0.8490314413
672	0.8490243834
673	0.8490126352
674	0.8489852424
675	0.8489657245
676	0.84895031
677	0.8489378471
678	0.8489143109
679	0.8488883219
680	0.8488669746
681	0.8488626464
682	0.8488372421
683	0.8487866417
684	0.8487743238
685	0.8487535688
686	0.8487319876
687	0.8487013083
688	0.8486751184
689	0.8486350166
690	0.8486116078
691	0.8485964744
692	0.8485796658
693	0.8485704967
694	0.848559784
695	0.8485378243
696	0.8485052239
697	0.8484970572
698	0.8484663936
699	0.8484519705
700	0.8484282161
701	0.8484130945
702	0.8483896969
703	0.8483661231
704	0.8483427736
705	0.8483378636
706	0.8483242764
707	0.8483103448
708	0.8483031311
709	0.8482905213
710	0.8482789219
711	0.8482570324
712	0.8482233172
713	0.8481933383
714	0.8481313275
715	0.848110468
716	0.8481027123
717	0.8480828179
718	0.8480780441
719	0.8480638292
720	0.8480366684
721	0.8480327068
722	0.8480242611
723	0.8480126966
724	0.8479893362
725	0.8479612792
726	0.8479604562
727	0.8479451605
728	0.8479284627
729	0.8479208924
730	0.8478886446
731	0.8478795488
732	0.8478612112
733	0.8478421033
734	0.8478413391
735	0.8478295327
736	0.8478251869
737	0.847806825
738	0.8477896107
739	0.8477877426
740	0.8477696503
741	0.8477367981
742	0.8477182426
743	0.8477035953
744	0.8476794557
745	0.8476738774
746	0.8476254303
747	0.8476015887
748	0.8475877002
749	0.84754911
750	0.8475307891
751	0.8475125997
752	0.8474886344
753	0.8474809502
754	0.8474634404
755	0.847445793
756	0.847431592
757	0.8474079694
758	0.8473788811
759	0.847359382
760	0.8473470294
761	0.8473366687
762	0.8473353462
763	0.8473280593
764	0.8472912333
765	0.8472744412
766	0.8472241141
767	0.8472012125
768	0.8471913348
769	0.8471747519
770	0.8471457947
771	0.8471287598
772	0.8471163487
773	0.8471102943
774	0.8470853828
775	0.8470791371
776	0.8470367927
777	0.847008683
778	0.8469894678
779	0.8469497484
780	0.8469393878
781	0.8469185953
782	0.846904364
783	0.8468952134
784	0.8468759885
785	0.8468583458
786	0.8468392668
787	0.8468334193
788	0.8468114291
789	0.8467890957
790	0.846759806
791	0.8467455897
792	0.8467031714
793	0.8466794557
794	0.8466632135
795	0.846639442
796	0.8466149088
797	0.8465925916
798	0.8465747833
799	0.8465473224
800	0.8465322806
801	0.8465212416
802	0.846494402
803	0.8464664484
804	0.8464441413
805	0.8464187607
806	0.8464016898
807	0.8463918131
808	0.8463767596
809	0.8463621053
810	0.8463443943
811	0.8463158995
812	0.8463121927
813	0.8462899849
814	0.8462652621
815	0.8462229174
816	0.8462078003
817	0.8461933242
818	0.8461683089
819	0.8461528206
820	0.8461297931
821	0.8461105568
822	0.8461021643
823	0.8460672761
824	0.8460360341
825	0.8460204854
826	0.8460015801
827	0.8459963472
828	0.845958912
829	0.8459464286
830	0.8459012094
831	0.8458862879
832	0.8458517433
833	0.8458357442
834	0.8458305928
835	0.8458179819
836	0.8457815081
837	0.8457693579
838	0.8457629244
839	0.8457499712
840	0.8457376302
841	0.8456941714
842	0.8456795415
843	0.8456725445
844	0.8456343784
845	0.8456239534
846	0.8456086581
847	0.8455897908
848	0.8455596002
849	0.8455475954
850	0.8455370913
851	0.8455268253
852	0.8455037392
853	0.8454942348
854	0.8454595448
855	0.8454367741
856	0.8454241535
857	0.8454013953
858	0.8453873328
859	0.8453631231
860	0.8453513186
861	0.8453314597
862	0.8453053317
863	0.8452931753
864	0.8452835798
865	0.8452657529
866	0.8452597195
867	0.845237864
868	0.8452105443
869	0.8451970236
870	0.845168106
871	0.8451538465
872	0.8451437451
873	0.8451054913
874	0.8450833206
875	0.8450496815
876	0.8450372749
877	0.8450230986
878	0.8450030544
879	0.8449919732
880	0.8449756334
881	0.8449588941
882	0.8449362202
883	0.8449129732
884	0.8449003002
885	0.8448843258
886	0.8448527088
887	0.8448355227
888	0.8448228409
889	0.8447917695
890	0.8447697547
891	0.8447561426
892	0.8447447379
893	0.844708471
894	0.8446915033
895	0.8446752311
896	0.8446568265
897	0.8446454143
898	0.8446240311
899	0.8445941954
900	0.8445778111
901	0.8445526228
902	0.8445438801
903	0.8445316115
904	0.8445106379
905	0.8444902722
906	0.844454263
907	0.8444441082
908	0.8444332297
909	0.8444224374
910	0.8444131489
911	0.8443896249
912	0.8443735085
913	0.8443564583
914	0.8443465459
915	0.8443326265
916	0.8443176193
917	0.8443070939
918	0.8442973614
919	0.8442874674
920	0.8442674529
921	0.8442537593
922	0.8442391906
923	0.8442255333
924	0.844215925
925	0.8442119851
926	0.8441985784
927	0.8441768457
928	0.8441675612
929	0.8441564998
930	0.8441417459
931	0.8441017886
932	0.8440679464
933	0.8440486939
934	0.8440395924
935	0.8440248846
936	0.8440113005
937	0.8439922699
938	0.8439733937
939	0.843958326
940	0.8439470577
941	0.8439327589
942	0.8439200311
943	0.8439016144
944	0.8438912988
945	0.8438731829
946	0.8438552947
947	0.8438275156
948	0.8438189896
949	0.8438063449
950	0.8437885149
951	0.8437733095
952	0.843763571
953	0.8437310797
954	0.8437134686
955	0.8437012161
956	0.8436912659
957	0.8436791895
958	0.8436689034
959	0.8436371603
960	0.8436289902
961	0.8436195892
962	0.8436039133
963	0.843586799
964	0.8435673529
965	0.8435556499
966	0.8435425965
967	0.8435254987
968	0.8435171848
969	0.8434926454
970	0.8434613293
971	0.8434457835
972	0.8434178121
973	0.8433988011
974	0.8433881597
975	0.843375935
976	0.8433484322
977	0.8433279288
978	0.8433180324
979	0.8433015792
980	0.8432911549
981	0.8432668083
982	0.8432535295
983	0.843236041
984	0.8432100377
985	0.8432028131
986	0.843167897
987	0.8431566082
988	0.8431129116
989	0.8430968206
990	0.8430821756
991	0.8430677019
992	0.8430518594
993	0.8430389636
994	0.8430176818
995	0.8430054831
996	0.8429934129
997	0.8429767817
998	0.8429673281
999	0.842956515
1000	0.842949433
1001	0.8429376823
1002	0.8429203161
1003	0.8429080101
1004	0.8428927863
1005	0.8428833692
1006	0.8428680259
1007	0.8428541273
1008	0.8428437989
1009	0.8428309088
1010	0.8428208382
1011	0.8428021155
1012	0.8427934163
1013	0.8427638255
1014	0.842748942
1015	0.8427417147
1016	0.8427308764
1017	0.8427230711
1018	0.8427130233
1019	0.8427059394
1020	0.8426914429
1021	0.8426743223
1022	0.8426644793
1023	0.8426502225
1024	0.8426422607
1025	0.8426177898
1026	0.8425994284
1027	0.8425768133
1028	0.8425701994
1029	0.8425464528
1030	0.8425176596
1031	0.8425030557
1032	0.8424898464
1033	0.8424803111
1034	0.842470863
1035	0.8424631812
1036	0.8424493667
1037	0.842427631
1038	0.8424118877
1039	0.8423899253
1040	0.8423834732
1041	0.8423742455
1042	0.8423648708
1043	0.8423513711
1044	0.8423368488
1045	0.8423278152
1046	0.8422858269
1047	0.8422650125
1048	0.8422517352
1049	0.8422428573
1050	0.8422345443
1051	0.842222356
1052	0.8422093144
1053	0.842196714
1054	0.8421880317
1055	0.8421752154
1056	0.8421451247
1057	0.8421149633
1058	0.8420867932
1059	0.842066471
1060	0.8420510461
1061	0.8420443191
1062	0.8420285046
1063	0.8419961167
1064	0.8419891003
1065	0.8419826114
1066	0.8419700099
1067	0.8419582208
1068	0.8419459913
1069	0.8419253744
1070	0.8419155355
1071	0.8418971235
1072	0.8418880144
1073	0.8418755445
1074	0.8418673324
1075	0.8418550233
1076	0.8418494865
1077	0.8418292841
1078	0.8418171355
1079	0.8417852515
1080	0.8417810794
1081	0.8417691062
1082	0.8417572845
1083	0.8417478139
1084	0.8417310308
1085	0.8417194106
1086	0.841705061
1087	0.8416970943
1088	0.8416901301
1089	0.8416770196
1090	0.8416656047
1091	0.8416552853
1092	0.8416420398
1093	0.8416296964
1094	0.8416204777
1095	0.8416099318
1096	0.841598739
1097	0.8415896709
1098	0.8415850845
1099	0.8415714847
1100	0.8415625478
1101	0.8415549643
1102	0.8415484491
1103	0.8415375426
1104	0.8415267741
1105	0.8415197272
1106	0.8415122993
1107	0.8415036182
1108	0.8414987376
1109	0.8414841094
1110	0.8414771448
1111	0.8414664388
1112	0.8414559036
1113	0.841437755
1114	0.8414230316
1115	0.8414027613
1116	0.8413923894
1117	0.8413812298
1118	0.8413705782
1119	0.8413508023
1120	0.8413341544
1121	0.8413288326
1122	0.8413217702
1123	0.8413086307
1124	0.8413034036
1125	0.8412962355
1126	0.8412914807
1127	0.8412844098
1128	0.84127856
1129	0.8412715818
1130	0.8412646667
1131	0.8412578139
1132	0.8412416975
1133	0.8412326494
1134	0.8412258927
1135	0.8411981357
1136	0.8411841129
1137	0.8411760975
1138	0.8411681688
1139	0.8411538688
1140	0.8411460301
1141	0.8411359524
1142	0.8411058517
1143	0.8410931865
1144	0.8410875147
1145	0.8410765702
1146	0.8410574285
1147	0.8410446738
1148	0.8410098095
1149	0.8410000319
1150	0.8409903791
1151	0.8409794241
1152	0.8409729548
1153	0.8409658469
1154	0.8409497876
1155	0.8409363152
1156	0.8409268488
1157	0.8409175068
1158	0.840911165
1159	0.8408924427
1160	0.8408861529
1161	0.8408676731
1162	0.8408414236
1163	0.8408339537
1164	0.8408225534
1165	0.8408163593
1166	0.8407989816
1167	0.8407928383
1168	0.8407836825
1169	0.8407741718
1170	0.840763772
1171	0.8407577131
1172	0.8407455748
1173	0.8407411397
1174	0.8407138998
1175	0.8407004517
1176	0.8406944533
1177	0.8406754605
1178	0.8406625675
1179	0.8406566278
1180	0.8406434294
1181	0.8406375573
1182	0.8406317369
1183	0.8406259676
1184	0.8406220896
1185	0.8406163958
1186	0.8406115165
1187	0.8406019584
1188	0.8405963391
1189	0.8405687652
1190	0.8405599598
1191	0.8405416864
1192	0.8405328657
1193	0.8405278784
1194	0.8405050316
1195	0.8405005788
1196	0.840483124
1197	0.8404740444
1198	0.8404672389
1199	0.8404617454
1200	0.8404531267
1201	0.8404461686
1202	0.840431618
1203	0.8404262316
1204	0.8404159799
1205	0.8403988406
1206	0.8403931872
1207	0.8403812048
1208	0.8403526734
1209	0.8403473496
1210	0.8403430598
1211	0.8403370363
1212	0.8403347142
1213	0.8403260496
1214	0.8403215702
1215	0.8403114721
1216	0.8403062181
1217	0.8402978256
1218	0.8402926412
1219	0.8402820461
1220	0.8402700612
1221	0.8402618116
1222	0.8402567086
1223	0.8402452907
1224	0.8402371821
1225	0.8402204927
1226	0.8402124858
1227	0.8402091304
1228	0.8402041432
1229	0.8401962843
1230	0.8401885274
1231	0.8401803291
1232	0.8401525464
1233	0.8401272075
1234	0.8401169659
1235	0.84010191
1236	0.8400712983
1237	0.840061179
1238	0.8400448326
1239	0.8400399671
1240	0.8400351439
1241	0.8400276096
1242	0.8400090591
1243	0.8399837174
1244	0.839978981
1245	0.8399628213
1246	0.8399489899
1247	0.8399454242
1248	0.8399328221
1249	0.8399112689
1250	0.8399038505
1251	0.8398770754
1252	0.839860791
1253	0.8398528517
1254	0.8398449288
1255	0.8398376425
1256	0.8398335482
1257	0.8398073078
1258	0.8398026955
1259	0.8397955342
1260	0.8397795939
1261	0.8397618511
1262	0.839753581
1263	0.8397440562
1264	0.8397329438
1265	0.8397281075
1266	0.8397255116
1267	0.8397178397
1268	0.8396916783
1269	0.8396841224
1270	0.8396784781
1271	0.8396714529
1272	0.8396451437
1273	0.8396205871
1274	0.8396136415
1275	0.8396108
1276	0.8395851323
1277	0.8395591944
1278	0.8395498868
1279	0.8395397649
1280	0.8395356434
1281	0.8395288155
1282	0.8395137037
1283	0.8394993184
1284	0.8394925787
1285	0.8394881859
1286	0.8394811248
1287	0.8394656205
1288	0.839460847
1289	0.8394443278
1290	0.8394291124
1291	0.8394141714
1292	0.8394076241
1293	0.839404628
1294	0.8393955378
1295	0.8393898676
1296	0.8393842604
1297	0.8393799961
1298	0.839365404
1299	0.8393370528
1300	0.8393188297
1301	0.8393145992
1302	0.8393102339
1303	0.8392849306
1304	0.8392742131
1305	0.8392653452
1306	0.8392626177
1307	0.8392584612
1308	0.8392543403
1309	0.8392502548
1310	0.8392334276
1311	0.8392086079
1312	0.8392045735
1313	0.8392005733
1314	0.839198542
1315	0.8391923341
1316	0.8391836582
1317	0.8391764284
1318	0.8391649138
1319	0.8391401798
1320	0.8391256238
1321	0.8391098532
1322	0.8391059052
1323	0.8391036909
1324	0.8390899305
1325	0.8390833675
1326	0.8390808149
1327	0.8390760017
1328	0.839067486
1329	0.8390622308
1330	0.8390571437
1331	0.8390532924
1332	0.8390494737
1333	0.8390425083
1334	0.8390327769
1335	0.8390284575
1336	0.8390251196
1337	0.8390162442
1338	0.8390124793
1339	0.8390056429
1340	0.8389946326
1341	0.838989245
1342	0.8389844185
1343	0.8389760549
1344	0.8389735692
1345	0.8389668392
1346	0.8389578967
1347	0.8389456763
1348	0.8389357081
1349	0.8389320091
1350	0.8389276324
1351	0.8389190815
1352	0.838907158
1353	0.8388985063
1354	0.838896109
1355	0.8388822081
1356	0.8388759685
1357	0.8388723544
1358	0.8388654466
1359	0.8388618666
1360	0.8388417184
1361	0.8388349636
1362	0.8388295897
1363	0.8388261575
1364	0.8388230735
1365	0.8388071602
1366	0.838793466
1367	0.8387873806
1368	0.8387813547
1369	0.8387630869
1370	0.8387493761
1371	0.8387343906
1372	0.8387246262
1373	0.8387141295
1374	0.838686967
1375	0.8386776324
1376	0.8386724463
1377	0.8386632226
1378	0.8386552
1379	0.8386503242
1380	0.838627074
1381	0.8386235912
1382	0.8386201375
1383	0.8386153577
1384	0.8385983939
1385	0.8385905292
1386	0.83858613
1387	0.838582834
1388	0.8385694257
1389	0.8385571068
1390	0.8385538423
1391	0.8385481223
1392	0.8385424774
1393	0.8385387302
1394	0.8385293419
1395	0.838521593
1396	0.8385139372
1397	0.8384895106
1398	0.8384817356
1399	0.8384724791
1400	0.8384494968
1401	0.8384362332
1402	0.8384313925
1403	0.8384257953
1404	0.8384215826
1405	0.8384112897
1406	0.8384079599
1407	0.8383876345
1408	0.8383835988
1409	0.8383795973
1410	0.8383665151
1411	0.8383637385
1412	0.8383606095
1413	0.8383422749
1414	0.8383348316
1415	0.838321946
1416	0.8383197976
1417	0.8383176724
1418	0.838311468
1419	0.8382934921
1420	0.8382879897
1421	0.8382849554
1422	0.8382823809
1423	0.8382769572
1424	0.838273854
1425	0.8382665995
1426	0.8382621336
1427	0.8382551289
1428	0.8382410042
1429	0.8382393939
1430	0.8382295377
1431	0.8382259546
1432	0.8382020039
1433	0.8381907654
1434	0.8381671596
1435	0.8381625884
1436	0.838149336
1437	0.8381342002
1438	0.8381310226
1439	0.8381261094
1440	0.8381230668
1441	0.8381177423
1442	0.8381106299
1443	0.8381026707
1444	0.8380795194
1445	0.8380693492
1446	0.8380640936
1447	0.8380625272
1448	0.8380590702
1449	0.8380506622
1450	0.8380477176
1451	0.8380459611
1452	0.8380306562
1453	0.8380247505
1454	0.8380164326
1455	0.8380123829
1456	0.8379906678
1457	0.8379758531
1458	0.8379633794
1459	0.837959672
1460	0.8379534561
1461	0.8379278131
1462	0.8379196587
1463	0.8379152897
1464	0.8379007065
1465	0.8378986842
1466	0.8378917278
1467	0.8378866123
1468	0.8378797412
1469	0.8378746632
1470	0.8378721675
1471	0.8378637278
1472	0.8378537891
1473	0.8378393682
1474	0.8378301857
1475	0.8378259295
1476	0.8378169209
1477	0.837810168
1478	0.8378043964
1479	0.8377993624
1480	0.8377942714
1481	0.8377913942
1482	0.8377857074
1483	0.83778273
1484	0.8377803799
1485	0.8377725394
1486	0.8377658859
1487	0.8377602985
1488	0.8377579822
1489	0.8377356083
1490	0.8377324721
1491	0.8377075718
1492	0.837701871
1493	0.8376895023
1494	0.8376829245
1495	0.8376785033
1496	0.8376768967
1497	0.8376704063
1498	0.8376484193
1499	0.8376435019
